0.547088;-1.031259;-0.408515;0.620252;-0.266008;-0.623837;0.725735;1.728864;-1.675373;0.705558;1.198667;-1.639822;-0.537993;0.839632;-0.851334;-1.149229;-0.061165;-1.567470;-0.168892;0.755605;0.107846;1.332277;0.558297;-1.408112;-1.089845;-1.294587;-1.733185;0.308814;-0.580315;-0.813445;-1.185051;0.600207;-0.462811;-1.090911;0.360126;0.944229;-1.028237;1.285058;0.969046;-0.806123;-0.176596;-0.580051;-0.995832;-0.945984;-1.435424;0.941975;1.043011;-0.143752;1.044484;1.668034;-0.321830;1.048553;-1.655355;-1.094892;-0.421740;0.970732;0.166365;-0.744746;-0.034245;-0.715763;-0.634995;-1.327422;0.564836;0.893994;0.146266;-1.145883;0.578910;-1.191424;-1.264837;-0.039642;1.634928;
0.409697;-0.780595;-1.107112;-0.812141;-1.056446;0.583767;-0.240062;-1.717030;-0.275899;-0.581677;0.166489;1.020252;-0.492427;1.264306;-0.477684;0.511220;-1.112261;1.086750;1.145314;-0.966478;1.472430;-0.425039;-0.059533;1.584793;-0.593517;0.611034;-0.133905;0.663671;1.466379;-1.381278;0.490093;-0.623258;-0.660217;-1.711237;1.024393;0.084806;1.207678;1.473171;-1.109637;-1.357377;-1.337916;-0.772058;-1.502689;1.621835;0.954438;-0.591753;-0.687079;1.385609;-1.120392;0.098819;-0.053171;-0.522253;-0.654230;-0.817506;-1.581844;-0.909606;1.034859;-0.935984;1.537296;0.088441;-1.026671;0.852189;-1.427489;-0.638964;0.684151;-0.954596;-0.063874;-0.525533;-1.504430;1.193432;1.059462;
-0.829511;0.452044;0.758349;-1.372905;0.500145;-0.666693;0.074552;-1.113987;1.754157;-0.446230;0.236407;0.039721;-0.376782;0.427815;-0.731997;-1.713370;-1.587053;1.626528;0.189657;0.805867;0.399320;1.691795;0.557844;1.425215;-0.434184;-1.088912;0.892196;-0.806659;0.164691;1.228042;1.594375;1.145696;-0.557903;0.795277;-0.968003;0.781624;0.343342;-1.188944;-0.326068;1.513007;-0.784035;-1.566339;1.539060;-1.209672;0.492843;-0.931874;0.705214;0.689142;-0.328194;-0.985568;-0.221163;-0.396139;0.061834;-1.356778;-1.084200;-0.765385;1.650121;1.089055;0.817200;-0.155285;0.197032;-0.863132;0.477242;-1.218227;-0.284684;0.846632;-1.146719;0.583862;-0.348525;0.242300;-0.300791;
1.357811;0.208254;0.432571;-0.154440;0.221316;-1.591608;0.023173;-0.811971;-1.246652;-0.038205;-1.541289;1.277457;-0.594083;-0.295138;0.246172;-0.660481;-0.945467;0.135135;1.553303;0.887424;1.010208;-0.250223;1.585138;-0.428367;-1.665246;-0.287661;1.012945;0.830933;1.402132;-1.529498;-1.622990;-0.706676;1.185427;1.071144;0.176947;1.151528;1.385184;0.553583;0.450405;-0.918120;-0.117395;0.156683;0.319510;1.638841;-0.006021;-0.384667;-0.673017;0.832832;1.225065;-0.237230;1.554670;-1.295615;-0.145906;1.110796;0.444922;-0.136308;0.379037;-0.883404;-0.233536;-1.235365;-0.848631;0.948161;-0.458181;-1.461497;-0.159558;0.921308;-1.652313;0.090694;1.283836;0.850565;-0.289744;
0.256871;1.440651;0.727080;-0.739524;-0.890817;1.186188;1.702218;1.333575;0.475342;-1.358986;-1.564230;1.361788;-0.104981;-1.328246;1.428546;1.195152;-1.669712;-1.118120;-1.431087;-0.971851;0.524246;-0.957224;-0.058572;1.686433;0.690365;-1.129478;0.036665;0.054056;0.828592;-0.476696;0.992211;1.304917;-1.369842;-1.691828;-0.446544;-0.980345;0.882935;0.105978;-0.408604;0.433425;0.432740;-0.461058;1.047043;-1.620722;-1.028744;1.342294;1.402720;1.622670;0.167817;1.482077;-1.726944;-0.535529;0.970581;0.078074;0.941931;-0.530248;-0.245119;0.796568;0.326032;-1.505681;-0.594820;-0.096181;-1.239359;-0.792304;-0.595276;-1.113227;0.987288;-0.157495;0.874219;0.664549;-1.432126;
-0.019768;1.046405;-0.108591;0.351329;-0.759038;-0.248346;-0.182193;0.970834;1.103992;-0.776278;0.169916;1.642160;1.102436;-0.494095;-0.216602;-1.410006;0.308005;-0.877838;-1.660639;1.020695;-1.657975;1.535867;-0.647265;-0.716098;-1.215421;-0.966041;0.095005;0.730476;-1.659860;-1.389336;-0.184127;-0.995891;1.259189;1.169861;0.048745;0.173987;-0.665171;1.482666;-0.043373;1.474020;1.692995;1.581656;0.977961;1.026517;0.991186;0.017580;-0.585874;1.457711;1.377247;-1.447563;-1.065060;-1.023999;0.790515;1.399776;-1.518493;0.200286;-0.050672;-1.136836;-0.177592;-1.537339;1.412570;0.843252;0.886351;0.748986;1.163771;-0.578536;-1.361371;1.688496;1.213081;1.365332;1.011086;
0.581260;0.921456;-1.378737;1.083620;-1.483710;-1.186437;0.082139;0.048637;0.522921;1.375754;0.393215;1.109149;1.543625;1.431644;-0.904471;-0.030485;1.615334;0.944012;1.604380;-1.519683;-1.272677;-0.084084;-0.250377;-1.682893;-0.894599;-1.049038;-1.515367;1.618668;-0.174621;-0.365392;-0.518448;-1.499713;-1.732427;-0.702728;0.109601;-0.189534;0.424910;-1.428187;1.721138;-0.357619;1.623110;0.570448;1.055408;-1.157172;-0.724988;1.490024;1.098647;1.073263;0.323899;1.207870;-1.220784;-0.999859;1.364622;1.140673;0.539421;-1.078998;-0.572510;-1.440187;0.233877;1.321249;-1.415412;0.219392;-1.521084;-0.856030;0.149859;0.148585;1.097234;0.502011;-0.422300;1.040984;1.300526;
1.299179;0.978795;0.217657;-1.386872;-0.087204;0.616429;-0.837547;0.798016;-0.628702;-0.391763;-0.832709;-0.449574;0.373430;-0.888950;-1.262932;-1.108414;-1.117179;0.513772;-0.555743;-1.361366;0.120755;0.093857;-1.344453;-0.686549;-0.340625;0.347190;0.167096;0.448890;0.882348;-1.351552;-1.147707;-0.248780;1.038836;1.663265;-0.764042;-0.222732;-0.597377;0.783203;-1.117717;0.060495;-1.479305;-0.482282;-0.881763;-0.031330;1.173218;-1.075377;-0.138593;-1.711423;-0.331551;-0.487344;0.470070;1.744160;-1.610899;0.658008;-0.564571;-0.539020;0.578906;-0.840137;0.709673;1.321527;-1.295010;0.469484;1.671589;-1.021493;-0.988399;1.171992;0.267511;0.466086;1.631013;0.715721;1.244884;
-0.144460;-0.112854;1.139683;-1.626404;-1.141306;-0.768723;0.442798;-0.103846;-1.009590;-1.258560;0.134176;-0.963902;-0.374650;-0.065701;-1.135946;-0.382224;-1.363514;0.483493;1.530899;0.954283;-1.501583;-1.670813;-0.683324;-0.388838;-0.192868;-0.397950;-1.604613;-0.787274;-1.743117;0.413034;1.151242;-1.586515;0.708649;0.023693;-1.129813;0.112671;-0.994661;0.540069;-1.167608;-1.514640;-1.608235;1.019631;-0.025079;0.835745;0.326736;-0.310957;0.301896;0.800129;-1.596796;-0.190126;-0.113318;1.738514;-1.644228;1.517359;1.002124;-0.217989;-1.173872;-0.215821;0.322385;1.012565;-0.908452;-0.514271;-0.105072;0.333297;-0.653880;-0.023652;0.083370;1.357577;-0.680231;0.507304;-1.131906;
-0.147661;-0.093241;1.301196;0.818176;-0.765292;0.110186;0.236853;1.040347;-1.626253;1.056075;-0.648821;-0.934820;0.202931;-1.217991;1.168649;-1.686629;0.947212;0.777490;0.844098;-0.457799;0.977081;-1.526659;-0.424252;1.149734;0.661956;-0.619640;1.397545;-0.254717;-1.393955;1.361595;0.700240;-0.263982;-0.348179;-0.802563;-1.709999;0.087413;-1.189503;-1.045160;0.023074;1.427745;0.345196;0.499753;0.204296;1.712411;1.496290;-1.323793;1.447919;-0.193055;-0.066608;-0.081365;0.892079;-1.164256;0.231593;-0.779240;-0.353066;-0.365345;-1.413332;-1.592881;-1.588123;1.610269;0.468562;-1.252772;0.689960;-1.231927;-1.388508;1.371082;1.169279;-0.738849;-1.252334;-0.663106;1.258794;
